record_id,creation_date,theft_start_date,theft_start_hour,theft_end_date,theft_end_hour,lor_area_code,sub_district_name,sub_district_lat,sub_district_long,value_euro,theft_attempt,bike_type,theft_category,detection_reason
137,08/01/2021,08/01/2021,9,08/01/2021,16,7100205,Schöneberg Nord,52.4821570,13.3551901,960,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
138,08/01/2021,02/01/2021,8,02/01/2021,12,4400835,Wilmersdorf Süd,52.4871152,13.3203298,450,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
139,08/01/2021,08/01/2021,10,08/01/2021,13,1400942,Wedding,52.5501230,13.3419700,1099,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
140,08/01/2021,08/01/2021,12,08/01/2021,14,3400725,Südliches Pankow,52.5979174,13.4353160,469,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
141,09/01/2021,08/01/2021,18,09/01/2021,2,3601451,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,400,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
142,09/01/2021,09/01/2021,10,09/01/2021,13,7100103,Schöneberg Nord,52.4821570,13.3551901,250,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
143,09/01/2021,09/01/2021,9,09/01/2021,16,3601243,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,500,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
144,09/01/2021,05/01/2021,18,06/01/2021,12,5100103,Spandau Mitte / Nord,52.5357880,13.1977924,1000,NO,MOUNTAIN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
145,09/01/2021,08/01/2021,17,09/01/2021,11,9200717,Treptow-Köpenick,52.4178930,13.6001848,580,NO,MOUNTAIN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
146,09/01/2021,07/01/2021,18,09/01/2021,14,4500936,Wilmersdorf Zentrum,52.4871152,13.3203298,1048,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
147,09/01/2021,07/01/2021,19,09/01/2021,14,1100415,Zentrum,52.5301017,13.3425422,278,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
148,09/01/2021,09/01/2021,12,09/01/2021,12,8100101,Neukölln,52.4811497,13.4353501,700,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
149,09/01/2021,08/01/2021,19,09/01/2021,17,1300731,Gesund­­brunnen,52.5509201,13.3848460,200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
150,09/01/2021,09/01/2021,1,09/01/2021,10,2400624,Friedrichshain West,52.5122154,13.4502904,349,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
151,09/01/2021,07/01/2021,17,09/01/2021,10,3400830,Südliches Pankow,52.5979174,13.4353160,2120,NO,OTHER BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
152,09/01/2021,07/01/2021,16,08/01/2021,17,8401139,Buckow Nord/Rudow,52.4146801,13.4986183,954,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
153,09/01/2021,09/01/2021,17,09/01/2021,18,4300624,Charlottenburg Zentrum,52.5157470,13.3096834,500,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
154,09/01/2021,08/01/2021,8,08/01/2021,17,12100205,Reinickendorf Ost,52.5658318,13.3596422,249,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
155,09/01/2021,09/01/2021,9,09/01/2021,11,9100306,Treptow-Köpenick,52.4178930,13.6001848,1020,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
156,09/01/2021,08/01/2021,17,09/01/2021,11,9200717,Treptow-Köpenick,52.4178930,13.6001848,600,NO,MOUNTAIN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
157,09/01/2021,08/01/2021,13,08/01/2021,17,11400929,Lichtenberg Mitte,52.5321606,13.5118927,1779,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
158,09/01/2021,08/01/2021,10,08/01/2021,19,3701554,Südlicher Prenzlauer Berg,52.5398466,13.4285652,600,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
159,09/01/2021,08/01/2021,16,09/01/2021,9,3701555,Südlicher Prenzlauer Berg,52.5398466,13.4285652,857,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
160,09/01/2021,08/01/2021,16,09/01/2021,13,1400942,Wedding,52.5501230,13.3419700,1600,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
161,09/01/2021,09/01/2021,14,09/01/2021,18,8100312,Neukölln,52.4811497,13.4353501,1300,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
162,09/01/2021,07/01/2021,10,09/01/2021,10,7100101,Schöneberg Nord,52.4821570,13.3551901,999,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
163,10/01/2021,06/01/2021,14,07/01/2021,17,1100312,Zentrum,52.5301017,13.3425422,225,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
164,10/01/2021,07/01/2021,22,08/01/2021,7,11501238,Lichtenberg Süd,52.5321606,13.5118927,692,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
165,10/01/2021,10/01/2021,14,10/01/2021,16,1100416,Zentrum,52.5301017,13.3425422,649,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
166,10/01/2021,08/01/2021,15,10/01/2021,15,1400940,Wedding,52.5501230,13.3419700,1423,NO,LADIES BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
167,10/01/2021,10/01/2021,8,10/01/2021,14,2300419,Kreuzberg Ost,52.5049589,13.3905699,633,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
168,10/01/2021,09/01/2021,0,10/01/2021,0,6400844,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,2598,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
169,10/01/2021,03/01/2021,2,04/01/2021,10,2200211,Kreuzberg Süd,52.5049589,13.3905699,340,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
170,10/01/2021,09/01/2021,18,09/01/2021,21,12100205,Reinickendorf Ost,52.5658318,13.3596422,600,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
171,10/01/2021,09/01/2021,19,09/01/2021,23,8100310,Neukölln,52.4811497,13.4353501,5804,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
172,10/01/2021,10/01/2021,20,10/01/2021,20,11401135,Lichtenberg Mitte,52.5321606,13.5118927,854,NO,MOUNTAIN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
173,10/01/2021,09/01/2021,1,10/01/2021,13,7200413,Schöneberg Süd,52.4821570,13.3551901,185,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
174,10/01/2021,08/01/2021,20,10/01/2021,16,11501339,Lichtenberg Süd,52.5321606,13.5118927,5963,NO,OTHER BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
175,10/01/2021,10/01/2021,15,10/01/2021,15,3601142,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,15,NO,MEN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
176,10/01/2021,10/01/2021,5,10/01/2021,5,11300723,Lichtenberg Nord,52.5321606,13.5118927,50,NO,MEN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
177,10/01/2021,09/01/2021,14,10/01/2021,15,4300624,Charlottenburg Zentrum,52.5157470,13.3096834,354,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
178,10/01/2021,09/01/2021,19,09/01/2021,20,1100415,Zentrum,52.5301017,13.3425422,130,NO,MOUNTAIN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
179,10/01/2021,09/01/2021,21,10/01/2021,9,2100105,Kreuzberg Nord,52.5049589,13.3905699,250,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
180,10/01/2021,07/01/2021,15,09/01/2021,18,5100105,Spandau Mitte / Nord,52.5357880,13.1977924,150,NO,MEN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
181,10/01/2021,08/01/2021,21,08/01/2021,21,4400729,Wilmersdorf Süd,52.4871152,13.3203298,437,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
182,10/01/2021,08/01/2021,7,09/01/2021,11,2500834,Friedrichshain Ost,52.5122154,13.4502904,500,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
183,10/01/2021,10/01/2021,7,10/01/2021,11,4501041,Wilmersdorf Zentrum,52.4871152,13.3203298,2960,NO,MOUNTAIN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
184,10/01/2021,07/01/2021,19,08/01/2021,11,2500833,Friedrichshain Ost,52.5122154,13.4502904,999,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
185,10/01/2021,10/01/2021,15,10/01/2021,17,8100310,Neukölln,52.4811497,13.4353501,240,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
186,10/01/2021,07/01/2021,18,08/01/2021,8,9300920,Treptow-Köpenick,52.4178930,13.6001848,300,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
187,11/01/2021,08/01/2021,17,09/01/2021,12,4500936,Wilmersdorf Zentrum,52.4871152,13.3203298,500,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
188,11/01/2021,09/01/2021,23,10/01/2021,6,3500933,Südliches Weißensee,52.5546193,13.4630018,250,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
189,11/01/2021,10/01/2021,18,11/01/2021,7,11300722,Lichtenberg Nord,52.5321606,13.5118927,420,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
190,11/01/2021,11/01/2021,9,11/01/2021,16,4200308,Charlottenburg West,52.5157470,13.3096834,1298,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
191,11/01/2021,11/01/2021,16,11/01/2021,16,3601244,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1200,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
192,11/01/2021,07/01/2021,22,09/01/2021,15,9401431,Treptow-Köpenick,52.4178930,13.6001848,730,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
193,11/01/2021,04/01/2021,23,05/01/2021,6,8100419,Neukölln,52.4811497,13.4353501,600,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
194,11/01/2021,08/01/2021,18,11/01/2021,8,9200717,Treptow-Köpenick,52.4178930,13.6001848,100,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
195,11/01/2021,10/01/2021,12,11/01/2021,13,7100103,Schöneberg Nord,52.4821570,13.3551901,100,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
196,11/01/2021,08/01/2021,10,11/01/2021,10,4400835,Wilmersdorf Süd,52.4871152,13.3203298,456,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
197,11/01/2021,09/01/2021,15,10/01/2021,9,2200208,Kreuzberg Süd,52.5049589,13.3905699,358,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
198,11/01/2021,10/01/2021,16,11/01/2021,8,7100206,Schöneberg Nord,52.4821570,13.3551901,1131,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
199,11/01/2021,08/01/2021,17,08/01/2021,18,1100415,Zentrum,52.5301017,13.3425422,848,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
200,11/01/2021,08/01/2021,19,09/01/2021,14,7200411,Schöneberg Süd,52.4821570,13.3551901,500,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
201,11/01/2021,11/01/2021,16,11/01/2021,18,11200513,Hohenschönhausen Süd,52.5494183,13.5021930,550,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
202,11/01/2021,11/01/2021,14,11/01/2021,18,1200519,Moabit,52.5216560,13.4141550,630,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
203,11/01/2021,11/01/2021,22,11/01/2021,22,4500937,Wilmersdorf Zentrum,52.4871152,13.3203298,50,NO,MEN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
204,11/01/2021,10/01/2021,17,10/01/2021,18,3601346,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1300,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
205,11/01/2021,10/01/2021,16,10/01/2021,17,8100312,Neukölln,52.4811497,13.4353501,1515,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
206,11/01/2021,09/01/2021,18,10/01/2021,19,2500835,Friedrichshain Ost,52.5122154,13.4502904,2797,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
207,11/01/2021,10/01/2021,14,11/01/2021,15,1401046,Wedding,52.5501230,13.3419700,1072,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
208,11/01/2021,11/01/2021,9,11/01/2021,10,3601244,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,1450,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
209,11/01/2021,10/01/2021,16,11/01/2021,9,1100416,Zentrum,52.5301017,13.3425422,1800,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
210,11/01/2021,08/01/2021,18,09/01/2021,13,8100206,Neukölln,52.4811497,13.4353501,475,NO,CHILDREN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
211,11/01/2021,10/01/2021,1,11/01/2021,18,11400929,Lichtenberg Mitte,52.5321606,13.5118927,880,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
212,11/01/2021,09/01/2021,14,11/01/2021,8,3701659,Südlicher Prenzlauer Berg,52.5398466,13.4285652,553,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
213,11/01/2021,11/01/2021,0,11/01/2021,7,11501238,Lichtenberg Süd,52.5321606,13.5118927,999,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
214,11/01/2021,11/01/2021,0,11/01/2021,7,11501238,Lichtenberg Süd,52.5321606,13.5118927,799,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
215,11/01/2021,10/01/2021,16,10/01/2021,17,8100312,Neukölln,52.4811497,13.4353501,1200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
216,11/01/2021,10/01/2021,17,10/01/2021,19,7200308,Schöneberg Süd,52.4821570,13.3551901,806,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
217,11/01/2021,10/01/2021,16,11/01/2021,13,8100312,Neukölln,52.4811497,13.4353501,675,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
218,11/01/2021,10/01/2021,20,11/01/2021,6,1100311,Zentrum,52.5301017,13.3425422,400,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
219,11/01/2021,11/01/2021,8,11/01/2021,17,7200413,Schöneberg Süd,52.4821570,13.3551901,878,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
220,11/01/2021,03/01/2021,8,03/01/2021,9,10200524,Hellersdorf,52.5386124,13.6044407,500,NO,MOUNTAIN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
221,11/01/2021,06/01/2021,18,07/01/2021,11,9200512,Treptow-Köpenick,52.4178930,13.6001848,250,NO,LADIES BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
222,11/01/2021,08/01/2021,22,09/01/2021,16,6300631,Zehlendorf Süd/Lichterfelde West,52.4343217,13.2589298,441,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
223,11/01/2021,08/01/2021,17,11/01/2021,7,1400942,Wedding,52.5501230,13.3419700,701,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
224,11/01/2021,11/01/2021,0,11/01/2021,7,11501238,Lichtenberg Süd,52.5321606,13.5118927,1000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
225,11/01/2021,10/01/2021,15,11/01/2021,10,9100202,Treptow-Köpenick,52.4178930,13.6001848,300,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
226,11/01/2021,11/01/2021,16,11/01/2021,17,3400721,Südliches Pankow,52.5979174,13.4353160,1709,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
227,11/01/2021,09/01/2021,12,10/01/2021,9,6400844,Zehlendorf Nord/Wannsee,52.4211482,13.1589374,800,NO,MEN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
228,12/01/2021,11/01/2021,18,12/01/2021,9,3701554,Südlicher Prenzlauer Berg,52.5398466,13.4285652,1200,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
229,12/01/2021,09/01/2021,19,10/01/2021,22,11300724,Lichtenberg Nord,52.5321606,13.5118927,670,NO,MOUNTAIN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
230,12/01/2021,09/01/2021,15,10/01/2021,14,2500832,Friedrichshain Ost,52.5122154,13.4502904,589,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
231,12/01/2021,10/01/2021,12,11/01/2021,14,3601140,Nördlicher Prenzlauer Berg,52.5398466,13.4285652,500,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
232,12/01/2021,09/01/2021,15,09/01/2021,15,3100103,Buch,52.6366724,13.4999292,549,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
233,12/01/2021,12/01/2021,13,12/01/2021,14,11300826,Lichtenberg Nord,52.5321606,13.5118927,2500,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
234,12/01/2021,09/01/2021,16,12/01/2021,14,1401044,Wedding,52.5501230,13.3419700,200,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
235,12/01/2021,12/01/2021,14,12/01/2021,15,2200209,Kreuzberg Süd,52.5049589,13.3905699,357,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
236,12/01/2021,12/01/2021,12,12/01/2021,13,4300623,Charlottenburg Zentrum,52.5157470,13.3096834,646,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
237,12/01/2021,12/01/2021,16,12/01/2021,17,5300737,Haselhorst / Siemensstadt,52.5413233,13.2311560,3440,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
238,12/01/2021,11/01/2021,19,12/01/2021,17,6100205,Steglitz,52.4572569,13.3222865,1163,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
239,12/01/2021,08/01/2021,17,09/01/2021,9,7100101,Schöneberg Nord,52.4821570,13.3551901,850,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
240,12/01/2021,08/01/2021,15,11/01/2021,13,8100102,Neukölln,52.4811497,13.4353501,199,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
241,12/01/2021,11/01/2021,16,11/01/2021,17,8100101,Neukölln,52.4811497,13.4353501,917,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
242,12/01/2021,09/01/2021,15,09/01/2021,23,11300722,Lichtenberg Nord,52.5321606,13.5118927,584,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
243,12/01/2021,10/01/2021,16,11/01/2021,23,7100205,Schöneberg Nord,52.4821570,13.3551901,2000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
244,12/01/2021,12/01/2021,8,12/01/2021,19,2500832,Friedrichshain Ost,52.5122154,13.4502904,305,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
245,12/01/2021,07/01/2021,19,08/01/2021,13,2200211,Kreuzberg Süd,52.5049589,13.3905699,450,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
246,12/01/2021,11/01/2021,22,12/01/2021,8,3701554,Südlicher Prenzlauer Berg,52.5398466,13.4285652,1800,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
247,12/01/2021,11/01/2021,14,12/01/2021,14,3100102,Buch,52.6366724,13.4999292,1100,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
248,12/01/2021,11/01/2021,15,11/01/2021,20,8100311,Neukölln,52.4811497,13.4353501,2670,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
249,12/01/2021,12/01/2021,1,12/01/2021,1,4501149,Wilmersdorf Zentrum,52.4871152,13.3203298,100,NO,LADIES BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
250,12/01/2021,10/01/2021,13,10/01/2021,18,2300419,Kreuzberg Ost,52.5049589,13.3905699,600,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
251,12/01/2021,09/01/2021,18,12/01/2021,12,3400828,Südliches Pankow,52.5979174,13.4353160,2623,NO,RACING BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
252,12/01/2021,11/01/2021,11,11/01/2021,12,1100309,Zentrum,52.5301017,13.3425422,255,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
253,12/01/2021,09/01/2021,12,10/01/2021,12,11200514,Hohenschönhausen Süd,52.5494183,13.5021930,499,NO,MEN BIKE,CELLAR AND ATTIC BREAKAGE,OTHER AGGRAVARTED THEFT IN/FROM BASEMENT FLOOR OF BIKES
254,13/01/2021,12/01/2021,17,13/01/2021,9,8100311,Neukölln,52.4811497,13.4353501,769,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
255,13/01/2021,11/01/2021,20,12/01/2021,19,2300418,Kreuzberg Ost,52.5049589,13.3905699,250,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
256,13/01/2021,13/01/2021,8,13/01/2021,15,9100101,Treptow-Köpenick,52.4178930,13.6001848,501,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
257,13/01/2021,12/01/2021,9,12/01/2021,11,4200308,Charlottenburg West,52.5157470,13.3096834,3700,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
258,13/01/2021,12/01/2021,17,13/01/2021,6,4501153,Wilmersdorf Zentrum,52.4871152,13.3203298,1300,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
259,13/01/2021,12/01/2021,14,12/01/2021,14,2200210,Kreuzberg Süd,52.5049589,13.3905699,450,NO,LADIES BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
260,13/01/2021,12/01/2021,13,12/01/2021,22,4300412,Charlottenburg Zentrum,52.5157470,13.3096834,1999,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
261,13/01/2021,12/01/2021,16,12/01/2021,17,9100407,Treptow-Köpenick,52.4178930,13.6001848,300,NO,BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
262,13/01/2021,12/01/2021,18,13/01/2021,17,4300416,Charlottenburg Zentrum,52.5157470,13.3096834,730,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
263,13/01/2021,13/01/2021,14,13/01/2021,19,7300517,Friedenau,52.4720750,13.3296424,1103,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
264,13/01/2021,12/01/2021,6,12/01/2021,16,3100101,Buch,52.6366724,13.4999292,633,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
265,13/01/2021,12/01/2021,10,12/01/2021,18,11501238,Lichtenberg Süd,52.5321606,13.5118927,420,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
266,13/01/2021,12/01/2021,20,13/01/2021,7,9200818,Treptow-Köpenick,52.4178930,13.6001848,2166,NO,OTHER BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
267,13/01/2021,12/01/2021,20,13/01/2021,7,9100304,Treptow-Köpenick,52.4178930,13.6001848,1000,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
268,13/01/2021,12/01/2021,9,12/01/2021,17,2500832,Friedrichshain Ost,52.5122154,13.4502904,356,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
269,13/01/2021,07/01/2021,17,08/01/2021,13,9100304,Treptow-Köpenick,52.4178930,13.6001848,300,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
270,13/01/2021,13/01/2021,15,13/01/2021,19,9501736,Treptow-Köpenick,52.4178930,13.6001848,439,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
271,13/01/2021,12/01/2021,7,12/01/2021,18,11501238,Lichtenberg Süd,52.5321606,13.5118927,380,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
272,13/01/2021,13/01/2021,1,13/01/2021,1,4400727,Wilmersdorf Süd,52.4871152,13.3203298,200,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
273,13/01/2021,11/01/2021,18,13/01/2021,6,2400624,Friedrichshain West,52.5122154,13.4502904,406,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
274,13/01/2021,12/01/2021,16,13/01/2021,6,1401046,Wedding,52.5501230,13.3419700,373,NO,BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
275,13/01/2021,08/01/2021,13,11/01/2021,10,2500831,Friedrichshain Ost,52.5122154,13.4502904,920,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
276,13/01/2021,13/01/2021,13,13/01/2021,15,1100102,Zentrum,52.5301017,13.3425422,5200,NO,MEN BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
277,13/01/2021,13/01/2021,15,13/01/2021,16,9100203,Treptow-Köpenick,52.4178930,13.6001848,150,NO,MOUNTAIN BIKE,BIKES THEFT,SIMPLE THEFT OF BIKES
278,13/01/2021,12/01/2021,17,13/01/2021,7,4300623,Charlottenburg Zentrum,52.5157470,13.3096834,948,NO,LADIES BIKE,BIKES THEFT,OTHER GRAND THEFT OF BIKES
